label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.0,0.0,0.0,-0.4769364893436432,-0.17617088556289673,-7.318189454963431e-05,-0.7708004713058472,-0.6345963478088379,-9.121548646362498e-05,-0.8523131012916565,-1.047241449356079,-0.00011387835547793657,-0.9150098562240601,-1.3703222274780273,-0.0001221955317305401,-0.5419538617134094,-0.9581547975540161,8.102651918306947e-06,-0.5897747874259949,-1.245681643486023,-0.00010889627446886152,-0.5196564197540283,-0.9157590866088867,-0.00017303047934547067,-0.458616703748703,-0.6564328074455261,-0.00019329458882566541,-0.24508777260780334,-0.9695008993148804,-3.721714847415569e-07,-0.2998024821281433,-1.2209421396255493,-0.00013238356041256338,-0.24823446571826935,-0.793306827545166,-0.00016739577404223382,-0.2005591243505478,-0.5118857622146606,-0.0001541369128972292,0.043503470718860626,-0.9344829320907593,-3.0526327464031056e-05,-0.021628914400935173,-1.1875263452529907,-0.00015818154497537762,-0.028737956658005714,-0.7626749277114868,-0.00012483775208238512,-0.024421699345111847,-0.48402273654937744,-6.226707773748785e-05,0.3348834812641144,-0.8630509972572327,-6.746796861989424e-05,0.26156824827194214,-1.097162127494812,-0.00014551136700902134,0.20317143201828003,-0.8068059086799622,-0.00010869464313145727,0.1737206131219864,-0.5930702686309814,-5.560957652051002e-05
A,0.0,0.0,0.0,-0.48979684710502625,-0.20673632621765137,-7.612675108248368e-05,-0.7728365063667297,-0.6922887563705444,-9.488253272138536e-05,-0.8241973519325256,-1.1287927627563477,-0.0001167962109320797,-0.8662979602813721,-1.4678847789764404,-0.00012165075895609334,-0.5259588956832886,-0.9889100790023804,2.1724729322158964e-06,-0.5423303842544556,-1.2976062297821045,-0.00012116169818909839,-0.4828697741031647,-0.9517258405685425,-0.00018610780534800142,-0.4338477551937103,-0.6672500967979431,-0.00020481017418205738,-0.20709450542926788,-0.9783208966255188,-5.950960712652886e-06,-0.22974799573421478,-1.264020323753357,-0.00014622570597566664,-0.21017134189605713,-0.8134986162185669,-0.00018038331472780555,-0.18892647325992584,-0.5109928250312805,-0.000163894597790204,0.08720576018095016,-0.9269590973854065,-3.6338602512842044e-05,0.05046997219324112,-1.2098140716552734,-0.00017188044148497283,0.011021669954061508,-0.76661616563797,-0.00013440770271699876,-0.01124931126832962,-0.47750791907310486,-6.622018554480746e-05,0.3781789243221283,-0.8391453623771667,-7.376798748737201e-05,0.3427150845527649,-1.0899430513381958,-0.00015469352365471423,0.2631434202194214,-0.8006887435913086,-0.00011501394328661263,0.20800654590129852,-0.59364253282547,-5.9142199461348355e-05
A,0.0,0.0,0.0,-0.4892391562461853,-0.21029917895793915,-6.674636097159237e-05,-0.7610561847686768,-0.6881584525108337,-7.939260103739798e-05,-0.8076648712158203,-1.1203283071517944,-9.73721471382305e-05,-0.8611271977424622,-1.4460017681121826,-0.0001013333021546714,-0.5021051168441772,-0.9931897521018982,1.1793276826210786e-05,-0.5198362469673157,-1.2889000177383423,-9.906838386086747e-05,-0.4723593592643738,-0.9525341391563416,-0.00016019590839277953,-0.42431777715682983,-0.6782169938087463,-0.00017977711104322225,-0.18838390707969666,-0.98209547996521,1.3980854873807402e-06,-0.2083769291639328,-1.2420541048049927,-0.00012928889191243798,-0.20258097350597382,-0.8095716238021851,-0.00016539594798814505,-0.18378987908363342,-0.5049581527709961,-0.00015312654431909323,0.1054593101143837,-0.925834596157074,-2.9520158932427876e-05,0.07337498664855957,-1.1839193105697632,-0.00015722468378953636,0.023169679567217827,-0.7549128532409668,-0.0001266334584215656,-0.002413422567769885,-0.4599042236804962,-6.584965012734756e-05,0.3924082815647125,-0.8324276804924011,-6.660140206804499e-05,0.3589650094509125,-1.0637520551681519,-0.00014734787691850215,0.2684495747089386,-0.7802885174751282,-0.00011415375047363341,0.2063816487789154,-0.565656840801239,-6.36904442217201e-05
A,0.0,0.0,0.0,-0.4836430251598358,-0.21028445661067963,-7.452455611201003e-05,-0.7644520401954651,-0.679864764213562,-9.126546501647681e-05,-0.8156503438949585,-1.107478380203247,-0.00011194955004611984,-0.8649334907531738,-1.4368155002593994,-0.00011730055121006444,-0.48755520582199097,-0.9880447387695312,3.889097115461482e-06,-0.524393618106842,-1.2747007608413696,-0.00010722265142248943,-0.47038373351097107,-0.9393876194953918,-0.00016903234063647687,-0.41994333267211914,-0.6577792167663574,-0.000189975427929312,-0.17986749112606049,-0.9836908578872681,-3.158537310810061e-06,-0.21724368631839752,-1.2274665832519531,-0.00013498342013917863,-0.20682872831821442,-0.7948073148727417,-0.00017201552691403776,-0.18509642779827118,-0.49587082862854004,-0.00016147973656188697,0.1084834486246109,-0.9297245144844055,-3.110854959231801e-05,0.0724005326628685,-1.1884276866912842,-0.0001612338237464428,0.024079691618680954,-0.7540668249130249,-0.0001289299107156694,0.001706422190181911,-0.4537595808506012,-6.677645433228463e-05,0.3896085023880005,-0.8371639251708984,-6.617882900172845e-05,0.37356239557266235,-1.0714937448501587,-0.00015171091945376247,0.2768624424934387,-0.7937671542167664,-0.00011916984658455476,0.20580090582370758,-0.5845463275909424,-6.821007991675287e-05
A,0.0,0.0,0.0,-0.479579895734787,-0.17821481823921204,-7.840250327717513e-05,-0.7727360725402832,-0.6377872824668884,-9.925872291205451e-05,-0.8295583724975586,-1.0645586252212524,-0.00012266331759747118,-0.8836389183998108,-1.3997493982315063,-0.0001311864034505561,-0.5160958766937256,-0.9751249551773071,-8.582560440117959e-06,-0.5457984209060669,-1.2629871368408203,-0.00012391642667353153,-0.49261370301246643,-0.9314706921577454,-0.00018738277140073478,-0.4463482201099396,-0.6474621295928955,-0.00020849250722676516,-0.2092067152261734,-0.9778713583946228,-1.5424959201482125e-05,-0.23512262105941772,-1.2220829725265503,-0.00014872402243781835,-0.22116205096244812,-0.7849268913269043,-0.00018542114412412047,-0.2035113126039505,-0.4894503057003021,-0.0001735487167024985,0.08428139984607697,-0.9277442693710327,-4.298154090065509e-05,0.059148240834474564,-1.1768921613693237,-0.00017667002975940704,0.01575026661157608,-0.736402690410614,-0.00014608226774726063,-0.01152187492698431,-0.44240042567253113,-8.40392749523744e-05,0.37069228291511536,-0.8382308483123779,-7.717496919212863e-05,0.3564203381538391,-1.0648308992385864,-0.000165852892678231,0.2643231749534607,-0.7767197489738464,-0.00013349180517252535,0.19119572639465332,-0.5697231888771057,-8.155324758263305e-05
A,0.0,0.0,0.0,-0.46519607305526733,-0.1878838837146759,-7.932163134682924e-05,-0.7462021112442017,-0.6476539969444275,-0.00010054752056021243,-0.8018290996551514,-1.0581291913986206,-0.00012363011774141341,-0.8480149507522583,-1.3798203468322754,-0.00013149263395462185,-0.5003741383552551,-0.9790934324264526,-1.6997191778500564e-05,-0.525429368019104,-1.2427446842193604,-0.00012412318028509617,-0.46999305486679077,-0.911198616027832,-0.0001784139167284593,-0.4279369115829468,-0.6219436526298523,-0.00019400047312956303,-0.19719867408275604,-0.9803636074066162,-2.094911724270787e-05,-0.2222146987915039,-1.195011854171753,-0.00014813340385444462,-0.20691215991973877,-0.7742698192596436,-0.00018063074094243348,-0.19330914318561554,-0.4854481816291809,-0.0001680850691627711,0.09125381708145142,-0.9309065341949463,-4.4725293264491484e-05,0.07862037420272827,-1.1524208784103394,-0.00017313378339167684,0.02943500690162182,-0.7266047596931458,-0.0001447205140721053,-0.009507140144705772,-0.43444696068763733,-8.624648762634024e-05,0.3682583272457123,-0.8398352861404419,-7.516401092289016e-05,0.37379613518714905,-1.050201416015625,-0.0001623924181330949,0.27566617727279663,-0.7735365629196167,-0.00013429572572931647,0.18908025324344635,-0.5665294528007507,-8.648804941913113e-05
A,0.0,0.0,0.0,-0.4637403190135956,-0.1938907355070114,-8.339742635143921e-05,-0.7408617734909058,-0.6523571014404297,-0.00010773231042549014,-0.7922098636627197,-1.063662052154541,-0.00013252113421913236,-0.8304056525230408,-1.387056589126587,-0.00014141017163638026,-0.5002995133399963,-0.9834591150283813,-2.8613954782485962e-05,-0.5086938142776489,-1.2522295713424683,-0.00013925046368967742,-0.45889362692832947,-0.9045987725257874,-0.00019224322750233114,-0.42063790559768677,-0.6168686747550964,-0.0002067272725980729,-0.1937425583600998,-0.9810523986816406,-3.166983515257016e-05,-0.2010827362537384,-1.2083096504211426,-0.0001628034224268049,-0.19700764119625092,-0.7702973484992981,-0.0001920221111504361,-0.18612007796764374,-0.4923039972782135,-0.00017664402548689395,0.0960582047700882,-0.9261462092399597,-5.444160706247203e-05,0.1029420793056488,-1.166953206062317,-0.00018556261784397066,0.03828359767794609,-0.7323193550109863,-0.00015213432197924703,-0.006668131332844496,-0.4528755247592926,-9.007636253954843e-05,0.37024495005607605,-0.8302454352378845,-8.399874059250578e-05,0.4026755392551422,-1.0554959774017334,-0.00016959672211669385,0.2984822392463684,-0.7772392630577087,-0.00013735231186728925,0.207655668258667,-0.5822686553001404,-8.718788740225136e-05
A,0.0,0.0,0.0,-0.4564557671546936,-0.20681527256965637,-8.289069955935702e-05,-0.721149742603302,-0.6608465313911438,-0.0001077101260307245,-0.7640190720558167,-1.0624936819076538,-0.00013357687566895038,-0.7990137934684753,-1.3813402652740479,-0.0001442671346012503,-0.4803881347179413,-0.9889204502105713,-1.960149165824987e-05,-0.4928830564022064,-1.2426360845565796,-0.00012803055869881064,-0.4364432692527771,-0.8959901332855225,-0.00018368838937021792,-0.39436787366867065,-0.6164990663528442,-0.00020093498460482806,-0.17589110136032104,-0.9844096302986145,-2.2468417228083126e-05,-0.1862696409225464,-1.1982582807540894,-0.00015077446005307138,-0.18009433150291443,-0.7675878405570984,-0.0001841799239628017,-0.17287321388721466,-0.49047842621803284,-0.00017303349159192294,0.1080445945262909,-0.9310120344161987,-4.528779027168639e-05,0.11782022565603256,-1.1632508039474487,-0.00017624742758926004,0.05327044427394867,-0.7308517098426819,-0.0001478054909966886,0.0030319360084831715,-0.4480852782726288,-8.951423660619184e-05,0.3729759752750397,-0.8383466005325317,-7.471701974282041e-05,0.40249550342559814,-1.0453462600708008,-0.00016363439499400556,0.30551427602767944,-0.7601364254951477,-0.0001350827660644427,0.2182070016860962,-0.5607635974884033,-8.708773384569213e-05
A,0.0,0.0,0.0,-0.4655041992664337,-0.2174503654241562,-8.116194658214226e-05,-0.7381759285926819,-0.6671596169471741,-0.00010496739560039714,-0.7842618823051453,-1.0621299743652344,-0.00013096023758407682,-0.8191056251525879,-1.3748525381088257,-0.00014203792670741677,-0.4935459792613983,-0.9883877635002136,-1.456545760447625e-05,-0.5109460353851318,-1.243338942527771,-0.00012197078467579558,-0.4552140235900879,-0.9085267782211304,-0.0001796382712200284,-0.4126972556114197,-0.6333885192871094,-0.00019901155610568821,-0.18887686729431152,-0.9820007681846619,-1.7786269381758757e-05,-0.2019120454788208,-1.189767599105835,-0.00014115480007603765,-0.1962583065032959,-0.7763544917106628,-0.00017526278679724783,-0.19176605343818665,-0.5070697665214539,-0.00016743633022997528,0.0928344875574112,-0.9278385043144226,-4.1269500798080117e-05,0.10169888287782669,-1.159402847290039,-0.00016812833200674504,0.03495504707098007,-0.7486041188240051,-0.0001422472851118073,-0.01682105101644993,-0.4732937514781952,-8.772401633905247e-05,0.3534013032913208,-0.8304848670959473,-7.16147551429458e-05,0.375741183757782,-1.035668969154358,-0.00015993321721907705,0.283245712518692,-0.7646018266677856,-0.00013408780796453357,0.2032831609249115,-0.5651527047157288,-8.871355385053903e-05
A,0.0,0.0,0.0,-0.4683312773704529,-0.2133065015077591,-7.423129136441275e-05,-0.7467360496520996,-0.6546972990036011,-9.534588025417179e-05,-0.7987855672836304,-1.052754521369934,-0.00012055633123964071,-0.8384907245635986,-1.3654104471206665,-0.00013121373194735497,-0.4969118535518646,-0.9847742319107056,2.182764319513808e-06,-0.5203225016593933,-1.2377320528030396,-0.00010158228542422876,-0.4757213592529297,-0.9008856415748596,-0.0001595558424014598,-0.4341140389442444,-0.6259700655937195,-0.00017976021626964211,-0.19739927351474762,-0.9803231358528137,-4.099791112821549e-06,-0.21927717328071594,-1.188197374343872,-0.0001227392494911328,-0.21441121399402618,-0.7766627073287964,-0.00015626609092578292,-0.20110072195529938,-0.5023215413093567,-0.00014800865028519183,0.07822049409151077,-0.9266253709793091,-3.08849303110037e-05,0.07425373047590256,-1.1525434255599976,-0.0001527797430753708,0.014619569294154644,-0.740138053894043,-0.00012600934132933617,-0.02529200352728367,-0.463201642036438,-7.184038258856162e-05,0.34012314677238464,-0.8286222815513611,-6.439488788601011e-05,0.3447020649909973,-1.0305860042572021,-0.00014884787378832698,0.25203511118888855,-0.7538295984268188,-0.00012155280273873359,0.1779051274061203,-0.5512227416038513,-7.603171980008483e-05
A,0.0,0.0,0.0,-0.4723651111125946,-0.21867655217647552,-7.901318895164877e-05,-0.7483964562416077,-0.6589078903198242,-0.00010292156366631389,-0.7987565994262695,-1.0617889165878296,-0.0001312421663897112,-0.8404018878936768,-1.3823192119598389,-0.00014478461525868624,-0.4837649166584015,-0.9869886636734009,5.857999894942623e-06,-0.513616144657135,-1.2551727294921875,-0.00010223601566394791,-0.47674545645713806,-0.9253227710723877,-0.000166700454428792,-0.4364181458950043,-0.6490261554718018,-0.00019108910055365413,-0.18499970436096191,-0.9827386140823364,1.2486425475799479e-06,-0.21630501747131348,-1.2022075653076172,-0.00012217368930578232,-0.21495066583156586,-0.7978911995887756,-0.0001617728703422472,-0.20053641498088837,-0.5114186406135559,-0.00015686635742895305,0.08977486193180084,-0.9309032559394836,-2.5211866159224883e-05,0.07446831464767456,-1.1639195680618286,-0.00015105854254215956,0.012702405452728271,-0.762063205242157,-0.0001303386816289276,-0.02418651431798935,-0.47474169731140137,-7.882053614594042e-05,0.35457077622413635,-0.8360487818717957,-5.895627327845432e-05,0.3452221155166626,-1.0409373044967651,-0.00014724388893228024,0.2514726519584656,-0.7763791680335999,-0.00012518356379587203,0.1841084510087967,-0.5668004751205444,-8.232837717514485e-05
A,0.0,0.0,0.0,-0.4884423315525055,-0.22048233449459076,-7.615400681970641e-05,-0.7656095623970032,-0.6644006371498108,-9.718540968606248e-05,-0.8168042898178101,-1.07625150680542,-0.00012317686923779547,-0.8672235608100891,-1.3953746557235718,-0.00013430345279630274,-0.5014719367027283,-0.9817176461219788,1.0222783203062136e-05,-0.5256842970848083,-1.2600575685501099,-9.38275916269049e-05,-0.4803221821784973,-0.9238529205322266,-0.00015310752496588975,-0.4385157823562622,-0.6509398818016052,-0.00017388974083587527,-0.19992372393608093,-0.9798114895820618,5.2869340834149625e-06,-0.22283275425434113,-1.2086262702941895,-0.00011684666969813406,-0.2149886041879654,-0.7943050265312195,-0.0001537032803753391,-0.19863572716712952,-0.5087467432022095,-0.00014640315202996135,0.07586833834648132,-0.9304370284080505,-2.0812885850318708e-05,0.06842567771673203,-1.1715642213821411,-0.00014582363655790687,0.012599462643265724,-0.7556949853897095,-0.00012061002053087577,-0.02281017228960991,-0.4641694724559784,-6.563981150975451e-05,0.3411531150341034,-0.8383967280387878,-5.389060970628634e-05,0.3421896994113922,-1.0497686862945557,-0.00013938407937530428,0.25171810388565063,-0.7759814262390137,-0.00011273620475549251,0.1818377822637558,-0.5632669925689697,-6.676496559521183e-05
A,0.0,0.0,0.0,-0.49718326330184937,-0.21712632477283478,-7.319439464481547e-05,-0.7730926871299744,-0.6671735048294067,-9.353314089821652e-05,-0.8274074792861938,-1.0859848260879517,-0.00011899558012373745,-0.8696386814117432,-1.403778076171875,-0.00012972857803106308,-0.5023889541625977,-0.9869312644004822,1.1518955943756737e-05,-0.5271268486976624,-1.2593358755111694,-9.301759564550593e-05,-0.48417866230010986,-0.9226250052452087,-0.00015313235053326935,-0.44166281819343567,-0.649808943271637,-0.00017410735017620027,-0.20267245173454285,-0.9792465567588806,5.776775651611388e-06,-0.22744929790496826,-1.2065485715866089,-0.00011543665459612384,-0.22027687728405,-0.7953109741210938,-0.00015156230074353516,-0.20009657740592957,-0.5073184370994568,-0.00014387632836587727,0.07452231645584106,-0.9258719682693481,-2.076125019812025e-05,0.06049308180809021,-1.1679004430770874,-0.00014227110659703612,0.006691754329949617,-0.757077693939209,-0.00011501397239044309,-0.022133903577923775,-0.4669336676597595,-5.951682396698743e-05,0.34283775091171265,-0.8331841230392456,-5.427457290352322e-05,0.33530518412590027,-1.0535142421722412,-0.0001349457452306524,0.24715925753116608,-0.783345103263855,-0.00010590726742520928,0.18398290872573853,-0.572316586971283,-5.9148602304048836e-05
A,0.0,0.0,0.0,-0.5011017322540283,-0.21798597276210785,-7.350991654675454e-05,-0.7775362730026245,-0.6698589324951172,-9.452939411858097e-05,-0.8329155445098877,-1.089625358581543,-0.00012091504322597757,-0.8695648312568665,-1.4117779731750488,-0.0001324318436672911,-0.5110427737236023,-0.9876969456672668,7.878726137278136e-06,-0.5309492945671082,-1.258945345878601,-0.00010199513053521514,-0.48625648021698,-0.9205772876739502,-0.00016118383791763335,-0.44366028904914856,-0.6508206725120544,-0.0001800472236936912,-0.20564301311969757,-0.97862708568573,1.9357973712885723e-07,-0.223930224776268,-1.2208592891693115,-0.0001308882492594421,-0.21958406269550323,-0.7903570532798767,-0.00016609135491307825,-0.20173592865467072,-0.496893048286438,-0.00015413216897286475,0.07747430354356766,-0.9252913594245911,-2.8378648494253866e-05,0.0642627477645874,-1.166917324066162,-0.00015991397958714515,0.010583478026092052,-0.7355195879936218,-0.0001297392591368407,-0.01947595551609993,-0.44587504863739014,-6.843099981779233e-05,0.3543054461479187,-0.8312667608261108,-6.338820094242692e-05,0.347175657749176,-1.05154550075531,-0.00014635322440881282,0.2599424123764038,-0.7693382501602173,-0.00011383304808987305,0.19440384209156036,-0.5619585514068604,-6.338120147120208e-05
A,0.0,0.0,0.0,-0.5029915571212769,-0.212076798081398,-7.467218529200181e-05,-0.7803692817687988,-0.6603966951370239,-9.458561544306576e-05,-0.8257184624671936,-1.0778329372406006,-0.00011876661301357672,-0.8614203929901123,-1.3954497575759888,-0.0001280803990084678,-0.5143678188323975,-0.9774500131607056,2.521153646739549e-06,-0.5283367037773132,-1.2484992742538452,-0.00010124428808921948,-0.47966381907463074,-0.9093763828277588,-0.00015736893692519516,-0.43621087074279785,-0.63801109790802,-0.00017547846073284745,-0.21175363659858704,-0.9773231148719788,-2.6080108455062145e-06,-0.21877022087574005,-1.1995470523834229,-0.00012381885608192533,-0.2085733413696289,-0.7801895141601562,-0.00015633157454431057,-0.1916102021932602,-0.49614280462265015,-0.00014587632904294878,0.06653720140457153,-0.9277186393737793,-2.8138361813034862e-05,0.0671214833855629,-1.159264087677002,-0.00015149095270317048,0.017353422939777374,-0.7408549785614014,-0.00012186227104393765,-0.012983492575585842,-0.4527171552181244,-6.424875755328685e-05,0.3325238525867462,-0.8342498540878296,-6.0456033679656684e-05,0.3478080928325653,-1.0552687644958496,-0.0001431427226634696,0.2621344327926636,-0.7777900695800781,-0.00011267911031609401,0.1910509467124939,-0.5632714033126831,-6.43346575088799e-05
A,0.0,0.0,0.0,-0.5131458044052124,-0.20491477847099304,-7.176456711022183e-05,-0.8049359321594238,-0.6510864496231079,-9.248445712728426e-05,-0.8576667904853821,-1.0674798488616943,-0.00011753186845453456,-0.910514235496521,-1.386404275894165,-0.00012794253416359425,-0.550101637840271,-0.9692041873931885,-1.1135191925859544e-05,-0.5595977902412415,-1.235418677330017,-0.00012142046034568921,-0.5030695796012878,-0.8909344673156738,-0.0001782090839697048,-0.4591907858848572,-0.6191098690032959,-0.0001955926272785291,-0.23797528445720673,-0.9712712168693542,-1.9934486772399396e-05,-0.2426830381155014,-1.1929481029510498,-0.00014952069614082575,-0.22768200933933258,-0.765007495880127,-0.0001825555373216048,-0.2115650326013565,-0.4807005822658539,-0.0001712159428279847,0.0546298548579216,-0.9272416830062866,-4.7821471525821835e-05,0.05146638676524162,-1.1579437255859375,-0.00017712495173327625,0.006204649340361357,-0.7277975082397461,-0.000144325676956214,-0.02726498804986477,-0.4375452697277069,-8.326433453476056e-05,0.3314599096775055,-0.8419970273971558,-8.190573862520978e-05,0.3402031362056732,-1.0653654336929321,-0.00016569717263337225,0.25824621319770813,-0.7768421173095703,-0.00013125948316883296,0.18512660264968872,-0.5587372779846191,-7.951950829010457e-05
A,0.0,0.0,0.0,-0.5227372646331787,-0.20257584750652313,-6.89265871187672e-05,-0.816737711429596,-0.6464833617210388,-8.639674342703074e-05,-0.8760678172111511,-1.0632396936416626,-0.00010986797860823572,-0.9415135383605957,-1.3795746564865112,-0.00011934695794479921,-0.5599587559700012,-0.9593966007232666,6.54167070024414e-06,-0.5808064341545105,-1.2444941997528076,-9.997173765441403e-05,-0.521331250667572,-0.9014919400215149,-0.00015848515613470227,-0.4674779176712036,-0.6300610899925232,-0.00017701015167403966,-0.2509332597255707,-0.9680043458938599,-1.5233731573971454e-06,-0.2604096829891205,-1.2064214944839478,-0.0001262506702914834,-0.23818878829479218,-0.7817472219467163,-0.00016018390306271613,-0.20972605049610138,-0.49408936500549316,-0.00014916544023435563,0.036010801792144775,-0.9290958046913147,-2.941636194009334e-05,0.025352274999022484,-1.1745847463607788,-0.00015299934602808207,-0.008677184581756592,-0.7477878332138062,-0.000121651406516321,-0.024046024307608604,-0.4549161493778229,-6.17651385255158e-05,0.3099788427352905,-0.8486965894699097,-6.367698370013386e-05,0.3100569546222687,-1.0833603143692017,-0.00014162756269797683,0.23832547664642334,-0.8030182719230652,-0.00010708686022553593,0.18421268463134766,-0.5853086113929749,-5.583120582741685e-05
A,0.0,0.0,0.0,-0.5152485966682434,-0.1910199522972107,-7.27783190086484e-05,-0.824918270111084,-0.6185448169708252,-9.192437573801726e-05,-0.8959205746650696,-1.0337260961532593,-0.00011594222451094538,-0.9544323682785034,-1.3489214181900024,-0.00012517209688667208,-0.5896501541137695,-0.9400668144226074,8.287461241707206e-06,-0.6058388948440552,-1.2209452390670776,-9.838840196607634e-05,-0.5301832556724548,-0.8923117518424988,-0.00015915474796202034,-0.4736926853656769,-0.6217358708381653,-0.0001797675940906629,-0.28173595666885376,-0.9594919681549072,2.161143811463262e-06,-0.27997905015945435,-1.1943509578704834,-0.00012490409426391125,-0.24479088187217712,-0.7781795859336853,-0.00016322851297445595,-0.226249560713768,-0.480154424905777,-0.00015485314361285418,0.003616062691435218,-0.9305267333984375,-2.427211256872397e-05,0.0034518272150307894,-1.16143000125885,-0.00015015434473752975,-0.020952275022864342,-0.7445228099822998,-0.00012482494639698416,-0.04962721839547157,-0.44500479102134705,-6.879101420054212e-05,0.27300986647605896,-0.8575957417488098,-5.7316585298394784e-05,0.28192973136901855,-1.0691242218017578,-0.00014016343629918993,0.2190505564212799,-0.7892049551010132,-0.00011106511374237016,0.15489065647125244,-0.5677265524864197,-6.302998372120783e-05
A,0.0,0.0,0.0,-0.5096839666366577,-0.16734018921852112,-7.813721458660439e-05,-0.8241086602210999,-0.6080252528190613,-9.985764336306602e-05,-0.9025705456733704,-1.0311429500579834,-0.00012415039236657321,-0.9622925519943237,-1.3479161262512207,-0.00013390248932410032,-0.6019048094749451,-0.9422581195831299,-9.608035725250375e-06,-0.6123710870742798,-1.2167774438858032,-0.0001178054153569974,-0.5326352715492249,-0.8677003383636475,-0.0001775194104993716,-0.47056522965431213,-0.5905731320381165,-0.00019766291370615363,-0.2925061583518982,-0.9562636613845825,-1.2268444152141456e-05,-0.2914106249809265,-1.1867116689682007,-0.0001381927140755579,-0.25501808524131775,-0.7648288011550903,-0.00017278075392823666,-0.2328522801399231,-0.47963809967041016,-0.00016377690189983696,-0.0035201306454837322,-0.9186266660690308,-3.464569817879237e-05,0.0071083977818489075,-1.1616017818450928,-0.00016234020586125553,-0.020911015570163727,-0.7398747205734253,-0.00013462381321005523,-0.05006348714232445,-0.44318583607673645,-7.761469896649942e-05,0.26509538292884827,-0.8404951095581055,-6.335502985166386e-05,0.2809520661830902,-1.0618135929107666,-0.00014909007586538792,0.2238689810037613,-0.7759009599685669,-0.00011965687735937536,0.16741444170475006,-0.5508418679237366,-7.143499533412978e-05
A,0.0,0.0,0.0,-0.5297443866729736,-0.16423079371452332,-6.916300480952486e-05,-0.8564329743385315,-0.5918689966201782,-8.913846977520734e-05,-0.9545395374298096,-1.0217914581298828,-0.00011474081838969141,-1.0178730487823486,-1.346104383468628,-0.00012679446081165224,-0.6263411045074463,-0.9325329065322876,6.014702648826642e-06,-0.6597455143928528,-1.2310552597045898,-0.00010127188579645008,-0.582172691822052,-0.8939682245254517,-0.00016334284737240523,-0.5133041143417358,-0.6045764684677124,-0.0001837080781115219,-0.3169894516468048,-0.9484290480613708,-7.295469686141587e-07,-0.3310248553752899,-1.1835756301879883,-0.00012197263276902959,-0.2829173803329468,-0.7648012042045593,-0.0001580630341777578,-0.24509623646736145,-0.4667966067790985,-0.00015019129205029458,-0.025442583486437798,-0.9231135845184326,-2.7134072297485545e-05,-0.03672792762517929,-1.166988730430603,-0.00014950452896300703,-0.04676981270313263,-0.7470828890800476,-0.00012363593850750476,-0.052751574665308,-0.44208335876464844,-6.864692113595083e-05,0.2560323476791382,-0.8604403138160706,-5.935678564128466e-05,0.242467999458313,-1.0883162021636963,-0.00014136666140984744,0.19908906519412994,-0.7987526655197144,-0.0001113635953515768,0.165445014834404,-0.5649206042289734,-6.292000762186944e-05
A,0.0,0.0,0.0,-0.5483521819114685,-0.11945123225450516,-6.797417881898582e-05,-0.9173411130905151,-0.5303872227668762,-8.394819451496005e-05,-1.0416969060897827,-0.9564975500106812,-0.00010732629016274586,-1.1185364723205566,-1.278701901435852,-0.0001168729504570365,-0.6961141228675842,-0.883650541305542,2.463401142449584e-05,-0.7530714273452759,-1.1750109195709229,-9.392893844051287e-05,-0.646943211555481,-0.8555911779403687,-0.0001659934059716761,-0.5510347485542297,-0.5821621417999268,-0.0001902144867926836,-0.38928356766700745,-0.9211179614067078,1.5208522199827712e-05,-0.426474928855896,-1.1728171110153198,-0.00011936171358684078,-0.33616864681243896,-0.7443947196006775,-0.0001574795605847612,-0.2592170834541321,-0.4440639913082123,-0.00014429839211516082,-0.09450723230838776,-0.9117559194564819,-1.7444735931348987e-05,-0.13511648774147034,-1.154099464416504,-0.0001479869824834168,-0.10248375684022903,-0.7275692224502563,-0.00012115285062463954,-0.069041907787323,-0.4274528920650482,-5.999405402690172e-05,0.20420527458190918,-0.8670958876609802,-5.6731187214609236e-05,0.16023977100849152,-1.0970872640609741,-0.00013733452942688018,0.13182534277439117,-0.8106759190559387,-0.00010572700557531789,0.12140412628650665,-0.5857259035110474,-5.4515228839591146e-05
